gwcode,year,cowcode,country,iso2,iso3,un,un_trade_pct_gdp,un_gdp,population,gdpcap,gdp_log,gdpcap_log,population_log,advocacy,entry,funding,entry_std,funding_std,advocacy_std,barriers_total,barriers_total_std,ngo_register,ngo_register_burden,ngo_register_appeal,ngo_barrier_foreign_funds,ngo_disclose_funds,ngo_foreign_fund_approval,ngo_foreign_fund_channel,ngo_foreign_fund_restrict,ngo_foreign_fund_prohibit,ngo_type_foreign_fund_prohibit,ngo_politics,ngo_politics_foreign_fund,laws,PTS,PTS_factor,latent_hr_mean,latent_hr_sd,v2cseeorgs,v2csreprss,v2cscnsult,v2csprtcpt,v2csgender,v2csantimv,v2xcs_ccsi,v2x_freexp,v2x_freexp_altinf,v2clacfree,v2meslfcen,v2csrlgrep,v2mecenefm,v2meharjrn,v2x_civlib,v2x_clphy,v2x_clpriv,v2x_clpol,v2x_polyarchy,v2x_libdem,v2x_regime,v2x_corr,v2x_rule,armed_conflict,armed_conflict_num,pred_group
200,1990,200,United Kingdom,GB,GBR,826,0.4800055774737565,1739537790343.96,57134377,30446.429657296518,28.184640556133676,10.323724013629475,17.860916542504203,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.49049267322228,0.29208355040573,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.876,0.803,0.894,0.907,0.838,0.744,3,0.034,0.979,TRUE,1,Training
200,1991,200,United Kingdom,GB,GBR,826,0.4507375376177161,1720613382493.46,57290792,30032.983005252572,28.17370196090968,10.310051490218308,17.86365047069137,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.02594515715204,0.262357539220805,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.876,0.803,0.894,0.907,0.838,0.744,3,0.034,0.979,TRUE,1,Training
200,1992,200,United Kingdom,GB,GBR,826,0.4606064217385492,1726997303908.39,57446041,30062.94731273805,28.17740535395023,10.311048706163218,17.866356647787015,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.02209920373692,0.237003434726301,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.876,0.803,0.894,0.907,0.831,0.74,3,0.034,0.979,FALSE,0,Training
200,1993,200,United Kingdom,GB,GBR,826,0.49482330211633146,1770627247921.79,57602279,30738.840175434554,28.202354977094405,10.333282286238775,17.869072690855628,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.1958742660213,0.240645307898837,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.876,0.803,0.894,0.907,0.829,0.748,3,0.035,0.979,FALSE,0,Training
200,1994,200,United Kingdom,GB,GBR,826,0.5160677886086343,1839592444921.84,57763382,31847.034941995607,28.2405651656902,10.368699562223915,17.871865603466286,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.32031431705357,0.239839777201041,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.898,0.873,0.894,0.907,0.814,0.73,3,0.035,0.983,FALSE,0,Training
200,1995,200,United Kingdom,GB,GBR,826,0.5083772269285158,1905295380293.44,57932450,32888.22378983523,28.275658167759534,10.400869933159138,17.874788234600395,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.30407182972142,0.235605517071459,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.898,0.873,0.894,0.907,0.816,0.734,3,0.035,0.983,FALSE,0,Training
200,1996,200,United Kingdom,GB,GBR,826,0.521333267199048,1952766446552.61,58113554,33602.598914404894,28.30026817365336,10.422358691603046,17.877909482050313,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.30105020002868,0.237777002817975,1.942,2.151,1.976,2.6,1.899,-0.004,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.898,0.873,0.894,0.907,0.816,0.734,3,0.035,0.983,FALSE,0,Training
200,1997,200,United Kingdom,GB,GBR,826,0.5060249820169392,2028042272428.67,58307320,34781.94971795428,28.33809204583308,10.45685384493263,17.881238200900448,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.29496809668105,0.231579289430071,1.942,2.151,1.976,2.6,1.899,-0.368,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.898,0.873,0.894,0.907,0.829,0.753,3,0.035,0.983,FALSE,0,Training
200,1998,200,United Kingdom,GB,GBR,826,0.48956215236447337,2101961440244.15,58509972,35924.840986834686,28.373892043897328,10.489184284683699,17.88470775921363,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,2,Level 2,1.22381750194663,0.237402219464334,1.942,2.151,1.976,2.6,1.899,-0.895,0.906,0.879,0.925,1.457,2.262,2.103,1.785,2.632,0.922,0.945,0.894,0.907,0.828,0.756,3,0.038,0.981,TRUE,1,Training
200,1999,200,United Kingdom,GB,GBR,826,0.49235737207072644,2174021373156.69,58715859,37026.135871684855,28.407599735838065,10.51937931717143,17.888220418666638,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.32890664508039,0.237610104632673,1.942,2.151,1.976,2.6,1.899,-0.895,0.906,0.945,0.947,1.457,2.262,2.103,1.785,2.632,0.944,0.971,0.894,0.952,0.835,0.759,3,0.038,0.981,FALSE,0,Training
200,2000,200,United Kingdom,GB,GBR,826,0.5213192887151096,2248752740914.14,58923305,38164.06328385925,28.44139684107162,10.5496496000786,17.891747240993016,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,Level 1,1.20758137367817,0.226097352725323,1.942,2.151,1.976,2.6,1.899,-0.857,0.906,0.959,0.955,2.545,2.262,2.103,1.785,2.632,0.945,0.971,0.92,0.96,0.859,0.79,3,0.038,0.981,FALSE,0,Training
200,2001,200,United Kingdom,GB,GBR,826,0.5227362680663696,2315638825699.98,59124277,39165.61763114634,28.470706716025717,10.575554539653922,17.895152176371795,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,2,Level 2,1.13747930998764,0.240320040572382,1.942,2.151,1.976,2.6,1.899,-0.857,0.906,0.971,0.964,2.545,2.262,2.103,2.53,2.632,0.939,0.948,0.92,0.96,0.862,0.788,3,0.046,0.979,FALSE,0,Training
200,2002,200,United Kingdom,GB,GBR,826,0.5079863027160231,2369462402264.16,59326294,39939.49802871826,28.493684210857058,10.595121038756583,17.898563172100477,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,2,Level 2,1.12013855331077,0.255211871112679,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.961,0.962,2.545,1.973,1.944,2.53,2.632,0.938,0.948,0.912,0.957,0.859,0.796,3,0.046,0.979,FALSE,0,Training
200,2003,200,United Kingdom,GB,GBR,826,0.499157040225085,2447331883210.25,59561429,41089.206963289114,28.526019519803,10.623500761698244,17.902518758104755,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,2,Level 2,1.10821015509412,0.250728707535056,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.961,0.962,2.545,1.973,1.944,2.53,2.632,0.938,0.948,0.912,0.957,0.859,0.796,3,0.046,0.979,TRUE,1,Training
200,2004,200,United Kingdom,GB,GBR,826,0.4997394192078346,2505430353712.38,59872760,41845.913796397224,28.549481633598983,10.641749431876935,17.907732201722048,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,2,Level 2,1.05747182297535,0.247589954070471,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.961,0.962,2.545,1.973,1.944,2.53,2.632,0.938,0.948,0.912,0.957,0.859,0.795,3,0.046,0.979,FALSE,0,Training
200,2005,200,United Kingdom,GB,GBR,826,0.5234975370163736,2585096247341.54,60287953,42879.15111898956,28.580783856209944,10.666140998883371,17.914642857326573,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,3,Level 3,0.943104732257362,0.253273219728209,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.961,0.962,2.545,1.973,1.944,2.53,2.632,0.938,0.948,0.912,0.957,0.865,0.8,3,0.046,0.981,FALSE,0,Training
200,2006,200,United Kingdom,GB,GBR,826,0.5625595370063379,2657177120892.18,60821349,43688.23060620014,28.608285442468674,10.684834022297277,17.923451420171396,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,2,Level 2,1.19429085071685,0.256947170039434,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.964,2.545,2.349,1.944,2.53,2.632,0.937,0.948,0.912,0.957,0.867,0.797,3,0.046,0.979,FALSE,0,Training
200,2007,200,United Kingdom,GB,GBR,826,0.5245902591331514,2721761224763.79,61455154,44288.57545070654,28.63230029579722,10.698482032270515,17.933818263526703,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,2,Level 2,1.32693962326179,0.257266800359261,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.964,2.545,2.349,1.944,2.53,2.632,0.937,0.948,0.912,0.957,0.867,0.797,3,0.046,0.976,FALSE,0,Training
200,2008,200,United Kingdom,GB,GBR,826,0.5613010879088471,2714108895382.22,62145098,43673.74069282536,28.629484800111175,10.684502300993554,17.94498249911762,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,2,Level 2,1.39901358295831,0.262189693251146,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.964,2.545,2.349,1.944,2.53,2.632,0.937,0.948,0.912,0.957,0.867,0.796,3,0.046,0.978,FALSE,0,Training
200,2009,200,United Kingdom,GB,GBR,826,0.543518422190243,2598818387496.97,62828620,41363.607659964044,28.586077991307537,10.630156731199541,17.955921260107996,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,2,Level 2,1.4798070217545,0.287349992111617,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.964,2.545,2.349,1.944,2.53,2.632,0.937,0.948,0.912,0.957,0.867,0.796,3,0.046,0.978,FALSE,0,Training
200,2010,200,United Kingdom,GB,GBR,826,0.5854648807342663,2649482910234.39,63459801,41750.57073113718,28.605385608673256,10.639468400392444,17.96591720828081,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,1,Level 1,2.08060290530641,0.348645401301128,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.963,2.545,1.929,1.984,2.53,2.632,0.932,0.949,0.906,0.958,0.869,0.796,3,0.046,0.975,FALSE,0,Training
200,2011,200,United Kingdom,GB,GBR,826,0.623048541255971,2690288851547.45,64021922,42021.36967314805,28.62066968353492,10.645933569611408,17.97473611392351,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,1,Level 1,2.25440552515014,0.325615201293059,1.768,2.191,1.976,2.6,1.899,-0.857,0.913,0.969,0.963,2.545,1.929,1.984,2.53,2.632,0.932,0.946,0.906,0.958,0.874,0.805,3,0.046,0.975,FALSE,0,Testing
200,2012,200,United Kingdom,GB,GBR,826,0.6112241805128831,2730076177620.67,64525300,42310.16636297189,28.635350628626465,10.65278267570761,17.982567952918856,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,1,Level 1,2.38867092032,0.335258888454955,1.768,2.201,1.975,2.621,2.433,-1.046,0.907,0.963,0.967,2.559,1.958,1.958,2.397,2.673,0.938,0.925,0.92,0.951,0.887,0.815,3,0.046,0.976,FALSE,0,Testing
200,2013,200,United Kingdom,GB,GBR,826,0.6118183567896253,2788485767069.54,64984015,42910.33367312777,28.656519828610058,10.666867954071108,17.98965187453895,0,0,1,0,0.2222222222222222,0,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0,0,0,TRUE,1,Level 1,2.48091719072373,0.348313056463936,1.775,2.44,1.945,2.483,2.281,-0.848,0.917,0.951,0.953,2.879,1.822,1.826,2.398,2.667,0.899,0.915,0.845,0.96,0.879,0.804,3,0.056,0.97,FALSE,0,Testing
205,1990,205,Ireland,IE,IRL,372,1.049038132176357,80953558619.0001,3510881,23057.904445921155,25.11714147680795,10.04576391570942,15.071377561098531,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.17669854798801,0.341120779778722,1.547,1.876,1.108,2.444,2.11,-0.265,0.874,0.94,0.95,1.394,1.4,1.99,2.245,2.576,0.924,0.937,0.93,0.932,0.863,0.775,3,0.156,0.954,FALSE,0,Training
205,1991,205,Ireland,IE,IRL,372,1.0631291249994692,82515670493.1502,3517704,23457.252370623057,25.136254057621226,10.062934995596624,15.073319062024602,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.29043485956933,0.349669699100795,2.027,2.536,2.314,2.444,2.11,-0.265,0.936,0.96,0.955,2.352,1.4,1.99,2.245,2.576,0.937,0.937,0.93,0.956,0.891,0.806,3,0.156,0.955,FALSE,0,Training
205,1992,205,Ireland,IE,IRL,372,1.094144342522681,85274395651.4459,3529847,24158.099671585172,25.169140078171722,10.092374992977772,15.07676508519395,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.33657452446898,0.349624686586405,2.027,2.536,2.314,2.444,2.11,-0.265,0.936,0.96,0.955,2.352,1.4,1.99,2.245,2.576,0.936,0.937,0.918,0.956,0.889,0.816,3,0.104,0.953,FALSE,0,Training
205,1993,205,Ireland,IE,IRL,372,1.1646322891890202,87570501850.9696,3546929,24689.104814607115,25.195710041319092,10.114117324679377,15.081592716639713,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.33684227112322,0.347919252473911,2.027,2.536,2.314,2.444,2.11,-0.265,0.936,0.96,0.955,2.352,1.4,1.99,2.245,2.576,0.936,0.937,0.918,0.956,0.873,0.798,3,0.104,0.961,FALSE,0,Training
205,1994,205,Ireland,IE,IRL,372,1.2633762357011302,92610908441.0682,3567918,25956.56863220181,25.25167277339986,10.164179983044697,15.087492790355165,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.37802656711993,0.341384532644013,2.027,2.536,2.314,2.444,2.11,-0.265,0.936,0.96,0.955,2.352,1.4,1.99,2.245,2.576,0.936,0.937,0.918,0.956,0.873,0.798,3,0.104,0.961,FALSE,0,Training
205,1995,205,Ireland,IE,IRL,372,1.359403476743362,101533434463.869,3592180,28265.129938886414,25.34365398477172,10.24938416626445,15.09426981850727,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.41859970461697,0.348038354865313,2.027,2.536,2.314,2.444,2.11,-0.401,0.936,0.96,0.955,2.352,1.4,1.99,2.245,2.576,0.936,0.937,0.918,0.956,0.861,0.788,3,0.104,0.961,FALSE,0,Training
205,1996,205,Ireland,IE,IRL,372,1.3870373857488034,109061355274.779,3619633,30130.500875303936,25.415176453240203,10.313293255793141,15.101883197447062,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.37047922885431,0.348620597388648,2.027,2.536,2.314,2.444,2.11,-0.401,0.936,0.968,0.961,2.352,1.65,1.99,2.509,2.576,0.938,0.937,0.918,0.963,0.864,0.787,3,0.085,0.963,FALSE,0,Training
205,1997,205,Ireland,IE,IRL,372,1.4232190088229768,120953111605.103,3651096,33127.8913523783,25.518668800046918,10.408130845588847,15.11053795445807,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.44794882990781,0.329813696460803,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.967,0.962,2.352,1.65,1.99,2.761,2.761,0.934,0.937,0.918,0.965,0.876,0.815,3,0.085,0.963,FALSE,0,Training
205,1998,205,Ireland,IE,IRL,372,1.5797795969202202,131465565872.121,3687821,35648.575641854906,25.60201079778806,10.481464471099098,15.120546326688965,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.50518861387662,0.327303863761351,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.967,0.962,2.352,1.65,1.99,2.761,2.761,0.934,0.937,0.918,0.965,0.876,0.816,3,0.071,0.965,FALSE,0,Training
205,1999,205,Ireland,IE,IRL,372,1.6014398023943073,145274111925.228,3731472,38932.1189935843,25.70188822182903,10.569574869988449,15.132313351840581,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.54107698815799,0.332093931316483,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.967,0.962,2.352,1.65,1.99,2.761,2.761,0.934,0.937,0.918,0.965,0.876,0.816,3,0.062,0.966,FALSE,0,Training
205,2000,205,Ireland,IE,IRL,372,1.7514001587914725,158996359311.221,3783095,42028.117007693705,25.792147141490787,10.646094125846233,15.146053015644556,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.61908050093792,0.336231152216803,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.876,0.819,3,0.061,0.971,FALSE,0,Training
205,2001,205,Ireland,IE,IRL,372,1.7502785730515407,167388873531.195,3842253,43565.29190847011,25.84358552643196,10.6820160551702,15.161569471261759,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.66824334131195,0.330151612711325,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.876,0.819,3,0.061,0.971,FALSE,0,Training
205,2002,205,Ireland,IE,IRL,372,1.6376594548543855,177297986983.444,3907995,45368.0178668202,25.90109769623084,10.722562683513663,15.178535012717175,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.66663607821593,0.317245434473473,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.883,0.827,3,0.061,0.971,FALSE,0,Training
205,2003,205,Ireland,IE,IRL,372,1.4655268098745118,182652780509.152,3980077,45891.77056352227,25.930852813226235,10.734041089419094,15.196811723807143,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.55390566004309,0.301923579634496,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.888,0.832,3,0.061,0.971,FALSE,0,Training
205,2004,205,Ireland,IE,IRL,372,1.4669657165122856,194930081672.373,4058131,48034.44779687324,25.995906775687462,10.779673694928343,15.21623308075912,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.42323363558469,0.289407514349199,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.888,0.832,3,0.061,0.971,FALSE,0,Training
205,2005,205,Ireland,IE,IRL,372,1.4827986977367609,206040821695.081,4141218,49753.676743190284,26.05134014967254,10.814839644241678,15.236500505430861,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.41087809334638,0.292849611190989,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.972,2.352,2.807,1.99,2.761,2.761,0.94,0.937,0.918,0.966,0.888,0.832,3,0.061,0.971,FALSE,0,Training
205,2006,205,Ireland,IE,IRL,372,1.4995896447102044,216488947816.361,4230619,51171.93200719824,26.10080533373883,10.842946457724995,15.257858876013836,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.36220463042756,0.290937586023444,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.972,0.968,2.372,2.807,1.99,2.761,2.761,0.939,0.936,0.928,0.965,0.886,0.82,3,0.062,0.972,FALSE,0,Training
205,2007,205,Ireland,IE,IRL,372,1.5329367714006414,228015397919.74,4324649,52724.60213990546,26.152678998356187,10.872837459370766,15.279841538985421,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,2,Level 2,2.28742799705909,0.275145876042515,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.97,0.969,2.349,2.807,1.99,2.761,2.761,0.938,0.934,0.932,0.965,0.9,0.835,3,0.063,0.972,FALSE,0,Training
205,2008,205,Ireland,IE,IRL,372,1.5962515595368576,217799434043.521,4415871,49321.96480456992,26.1068404489273,10.80612479437143,15.30071565455587,0.5,1,0,0.3333333333333333,0,0.25,1.5,0.5833333333333333,0,0,1,0,0,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.35325320256812,0.286985799275444,2.027,2.536,2.314,2.444,2.11,-1.078,0.936,0.973,0.969,2.349,2.807,1.99,2.761,2.761,0.933,0.934,0.917,0.961,0.902,0.835,3,0.063,0.97,FALSE,0,Training
205,2009,205,Ireland,IE,IRL,372,1.7299873764269855,206736937517.669,4494572,45997.024303464044,26.05471298877044,10.736331984323675,15.318381004446765,0.5,0,0,0,0,0.25,0.5,0.25,1,0,0,0,1,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.4221457501055,0.307035272404505,2.027,2.536,2.018,2.444,2.11,-1.078,0.936,0.974,0.967,2.362,2.807,1.99,2.761,2.761,0.944,0.936,0.947,0.968,0.895,0.822,3,0.054,0.971,FALSE,0,Training
205,2010,205,Ireland,IE,IRL,372,1.8942169825646358,210478834233.609,4554330,46215.1039194808,26.07265093505426,10.741061948305694,15.331588986748566,0.5,0,0,0,0,0.25,0.5,0.25,1,0,0,0,1,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.48307117924425,0.325261247349741,2.027,2.536,2.018,2.444,2.11,-1.078,0.936,0.976,0.969,2.365,2.799,1.99,2.761,2.761,0.941,0.932,0.925,0.968,0.891,0.814,3,0.051,0.97,FALSE,0,Training
205,2011,205,Ireland,IE,IRL,372,1.8875576290590033,211201698442.186,4591115,46002.267083744584,26.076079430612594,10.736445958686025,15.339633471926568,0.5,0,0,0,0,0.25,0.5,0.25,1,0,0,0,1,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.5493764499467,0.351341054322467,2.027,2.536,2.018,2.444,2.11,-1.078,0.936,0.975,0.968,2.357,2.799,1.99,2.761,2.761,0.936,0.935,0.917,0.966,0.892,0.81,3,0.047,0.975,FALSE,0,Testing
205,2012,205,Ireland,IE,IRL,372,1.915370175859665,211678415944.892,4608199,45935.17249252734,26.078334054031522,10.734986387842248,15.343347666189274,0.5,0,0,0,0,0.25,0.5,0.25,1,0,0,0,1,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.67882912937061,0.405452461429969,2.027,2.536,2.018,2.444,2.11,-1.078,0.936,0.972,0.975,2.485,2.471,1.99,2.797,2.752,0.941,0.939,0.938,0.961,0.893,0.808,3,0.043,0.976,FALSE,0,Testing
205,2013,205,Ireland,IE,IRL,372,1.8852159074151864,214539536044.852,4615426,46483.14934414548,26.091759875555567,10.746845146204263,15.344914729351304,0.5,0,0,0,0,0.25,0.5,0.25,1,0,0,0,1,0,0,0,0,0,0.5,0,TRUE,1,Level 1,2.79535819852777,0.445264033966156,1.978,2.383,2.599,2.31,2.106,-1.079,0.922,0.967,0.966,2.596,2.297,1.947,2.71,2.704,0.938,0.936,0.936,0.961,0.887,0.834,3,0.045,0.98,FALSE,0,Testing
210,1990,210,Netherlands,NL,NLD,528,1.0403336956939648,464895857960.505,14965442,31064.625953614,26.865079256075415,10.343825021659619,16.521254234415796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,3.51105074556862,0.572611916274376,1.457,2.547,2.799,0.982,2.187,-1.641,0.869,0.963,0.956,2.257,1.88,2.065,3.098,2.042,0.953,0.965,0.943,0.958,0.859,0.806,3,0.022,0.987,FALSE,0,Training
210,1991,210,Netherlands,NL,NLD,528,1.0510940426398074,476234845739.642,15064522,31613.00741833309,26.8891769429118,10.361323942042224,16.527853000869577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,3.56781743516327,0.561541995501854,1.457,2.547,2.799,0.982,2.187,-1.641,0.869,0.963,0.956,2.257,1.88,2.065,3.098,2.042,0.943,0.965,0.937,0.958,0.859,0.805,3,0.022,0.987,FALSE,0,Training
210,1992,210,Netherlands,NL,NLD,528,1.0199967794395084,484359777822.239,15165856,31937.516604551634,26.906093810128695,10.371536666853608,16.534557143275087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,3.59315786553156,0.555586328522379,1.457,2.547,2.799,0.982,2.187,-1.641,0.869,0.963,0.956,2.257,1.88,2.065,3.098,2.042,0.943,0.965,0.937,0.958,0.859,0.805,3,0.022,0.987,FALSE,0,Training
210,1993,210,Netherlands,NL,NLD,528,0.9894112318195238,490451166040.687,15268005,32122.80622390987,26.91859155144537,10.37732153111585,16.54127002032952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,3.6331166955047,0.546470730756824,1.457,2.547,2.799,0.982,2.187,-1.641,0.869,0.963,0.956,2.257,1.88,2.065,3.098,2.042,0.943,0.965,0.937,0.958,0.859,0.805,3,0.022,0.987,FALSE,0,Training
